
  26858 atoms

  12 atom types

     0.820614115    50.820614115 xlo xhi
    -0.188365086    49.811634914 ylo yhi
     2.368289717   102.368289717 zlo zhi

Masses

   1  12.011150 # c3a
   2  12.011150 # c
   3   1.007970 # h1
   4  15.999400 # o2h
   5   1.007970 # h1o
   6  12.011150 # c44
   7  12.011150 # c4
   8  12.011150 # c3'
   9  15.999400 # o1=
  10  15.999400 # o2s
  11  12.011150 # c4o
  12  12.011150 # c43

Atoms # charge

1 1 0 27.445443565 24.753917844 11.740319128
2 1 0 25.831736706 28.553631004 11.724177608
3 1 0 27.371513612 26.129375539 11.660099001
4 1 0 27.331098533 26.864319237 12.787760426
5 1 0 24.482843825 28.322887597 11.686641025
6 1 0 23.805383929 27.988961807 12.872798045
7 2 0 26.688129747 28.270431459 12.921525996
8 1 0 22.218069867 26.559529577 11.768463999
9 1 0 22.693280161 27.202119120 12.905760036
10 1 0 21.986944636 22.484740369 11.953928098
11 1 0 21.819124369 25.256769868 11.900605204
12 1 0 21.748758004 24.607161615 13.101086368
13 1 0 22.818465979 21.351993098 11.984127733
14 1 0 23.488698394 21.186662374 13.166630335
15 1 0 21.879933728 23.251184459 13.073191829
16 1 0 25.616751369 21.350700035 12.035453524
17 1 0 24.827953988 21.358660548 13.199549912
18 1 0 26.746255025 22.139172855 11.901883663
19 1 0 27.167789729 22.830827316 13.009269904
20 1 0 27.533620499 24.128696414 12.964603676
21 2 0 30.282614166 21.530949326 72.912855123
22 1 0 29.115829278 23.144693522 74.314885653
23 1 0 23.305624685 21.874998062 74.488509379
24 1 0 29.220535098 19.458645567 73.940821864
25 1 0 29.992206046 20.560066182 74.062693861
26 2 0 30.380863195 21.180201503 75.405135722
27 1 0 27.257109790 23.993301635 75.737124678
28 2 0 29.820559414 22.658726343 75.553354833
29 1 0 28.994425673 22.811899049 76.810367580
30 1 0 25.313627781 24.481625066 77.183039928
31 1 0 27.795001385 23.485860303 76.900686011
32 1 0 23.479269475 23.721241242 75.897138043
33 2 0 23.816889446 24.410696969 77.175410354
34 1 0 24.043844855 19.706392410 75.456574148
35 1 0 23.442923677 22.360568685 75.769748538
36 1 0 23.577898175 21.555727326 76.924010329
37 2 0 25.336029856 17.796353512 76.379730423
38 1 0 23.852615971 20.229718174 76.679839432
39 1 0 27.487389576 18.381265176 75.120443430
40 1 0 26.891950602 18.072653989 76.312685328
41 1 0 28.751698452 18.837548467 75.062176122
42 2 0 29.714223480 18.786267474 76.212591645
43 1 0 29.875031812 20.266386531 76.546557794
44 1 0 29.695283236 20.711516844 77.796209608
45 1 0 27.273971630 23.700702056 78.167609556
46 2 0 29.659864905 22.193533360 78.035193763
47 1 0 28.886133479 22.503597997 79.317378675
48 1 0 26.017067729 24.126074521 78.330442773
49 1 0 25.373417693 24.079616447 79.518215852
50 1 0 27.898323491 23.382417008 79.338244961
51 2 0 23.214688839 23.600296125 78.350619859
52 2 0 23.866779279 24.177826959 79.587813012
53 1 0 23.999363553 19.486396765 77.783915685
54 1 0 23.487976918 22.141849546 78.205219340
55 1 0 23.481507750 21.385663438 79.361713105
56 2 0 24.617346536 18.163040296 77.738030861
57 1 0 25.631441030 18.031472735 78.873478578
58 2 0 23.405109827 19.886956925 79.128400426
59 1 0 27.656825000 17.858427647 77.471196339
60 2 0 26.922998244 17.274328267 78.678246221
61 2 0 29.171906426 17.863496121 77.417600552
62 2 0 29.770427656 18.388819145 78.755927816
63 1 0 29.711439512 19.868280668 78.906955444
64 2 0 30.051526085 20.503415620 80.289764814
65 2 0 27.481041254 24.042910319 80.657195362
66 1 0 29.250420784 21.816317995 80.470608555
67 1 0 28.980756555 22.204393271 81.756060251
68 1 0 25.979281053 23.900771387 80.721455025
69 1 0 25.429227915 23.827401137 82.010557471
70 2 0 28.286269991 23.492539590 81.907797340
71 1 0 23.552959169 23.271557599 80.771762465
72 2 0 23.900750960 23.923510996 82.079807296
73 2 0 23.807619385 18.991250402 80.373519063
74 1 0 23.462501297 21.895531475 80.622950978
75 1 0 23.585643839 21.132799669 81.739981771
76 1 0 25.092777723 18.258039501 80.141905776
77 2 0 25.627664096 17.475362666 81.282492091
78 1 0 23.887368958 19.803806021 81.655934597
79 2 0 27.859455768 17.040857083 79.932707392
80 1 0 27.138058573 17.307612366 81.226457119
81 1 0 29.139849555 17.815518406 79.983193898
82 2 0 29.837410170 18.110538522 81.327768300
83 1 0 29.869469386 19.586045471 81.465657959
84 1 0 29.824891407 20.078168678 82.751859126
85 1 0 27.428673313 23.400096733 83.205302867
86 1 0 29.359506874 21.428770058 82.846029599
87 1 0 29.042805185 21.916203073 84.114837363
88 1 0 26.092692395 23.701901432 83.221821064
89 1 0 25.402667679 23.711214962 84.405955541
90 1 0 28.142039904 22.926709268 84.263364945
91 2 0 23.349681969 23.177107689 83.272058060
92 1 0 24.042608636 23.615790138 84.505194707
93 1 0 24.409269533 19.142004276 82.752338967
94 1 0 23.582478007 21.673948641 83.025687432
95 1 0 23.757813480 20.911730593 84.151905024
96 1 0 25.234565529 18.028978541 82.634245547
97 1 0 25.855106382 17.485543730 83.737433319
98 1 0 24.244814705 19.636932374 84.037116130
99 1 0 27.757134231 17.282682916 82.456865414
100 1 0 27.119320201 17.121405610 83.626223405
101 1 0 29.075786046 17.621518616 82.522216932
102 1 0 29.666389082 18.001565183 83.727281243
103 1 0 30.035475086 19.309578868 83.831766960
104 1 0 27.789822180 24.789611870 14.134448292
105 1 0 25.891965862 28.277772482 14.183466969
106 2 0 28.028442639 26.271957854 14.001179436
107 1 0 27.593211442 26.922042852 15.288492319
108 2 0 24.422670863 28.641509842 14.108159596
109 2 0 23.634570086 28.482816379 15.442423665
110 2 0 26.737023809 28.162619540 15.423926170
111 2 0 21.921741327 26.854176256 14.182790202
112 1 0 22.599366271 27.354221244 15.414210812
113 1 0 21.990243810 22.625894700 14.270343341
114 1 0 21.710277594 25.366290465 14.268110933
115 1 0 21.554284810 24.811648581 15.500375599
116 2 0 22.612472330 21.284785629 14.383991522
117 1 0 23.430078491 21.314851785 15.665182339
118 2 0 21.358394964 23.306093173 15.470395220
119 1 0 25.441289307 21.607300076 14.373883124
120 1 0 24.807984672 21.557483948 15.610178898
121 2 0 26.921703059 21.985111897 14.227842417
122 2 0 27.484657768 22.631267230 15.534632801
123 1 0 27.793658593 24.167450932 15.376624751
124 1 0 27.980648892 24.835812399 16.583862502
125 1 0 25.905319831 28.041590210 16.700474227
126 2 0 28.249015718 26.332094347 16.522160181
127 1 0 27.795141200 27.019902406 17.720530504
128 1 0 24.558095934 28.396354797 16.727942026
129 2 0 23.718081880 28.406643605 17.999178499
130 1 0 26.633071570 27.710852445 17.808780533
131 2 0 21.801156772 26.969382368 16.694956419
132 1 0 22.639165409 27.344375233 17.942343129
133 1 0 21.866399876 22.817697330 16.808073884
134 1 0 21.573107401 25.480888524 16.684045956
135 1 0 21.463762023 24.823115199 17.861533504
136 2 0 22.631186400 21.544883710 16.907467770
137 1 0 23.544503796 21.667539290 18.108101905
138 1 0 21.583570945 23.492675980 17.952148300
139 1 0 25.500094648 21.813046800 16.799766273
140 1 0 24.888276994 21.608398076 17.995499200
141 1 0 26.685029753 22.425398293 16.772901780
